2026-03-23 00:02:57,033 | INFO     | pipeline | === Training Pipeline | horizon=5d | 16 symbols ===
2026-03-23 00:02:57,038 | INFO     | pipeline | === Stage 1: Pattern Transformer Pre-training ===
2026-03-23 00:21:11,131 | INFO     | target_engineering |   Vol-adjusted labels: 84.1% of rows kept (threshold=0.3x daily vol, dropped 15.9% near-zero moves)
2026-03-23 00:21:11,132 | INFO     | target_engineering |   Vol-adjusted labels: 86.9% of rows kept (threshold=0.3x daily vol, dropped 13.1% near-zero moves)
2026-03-23 00:21:11,138 | INFO     | pipeline |   Splits: train=434, val=92, test=92
2026-03-23 00:21:11,245 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 00:21:11,246 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 00:21:22,212 | INFO     | tuner | XGB best AUC: 0.6420  params={'n_estimators': 120, 'max_depth': 9, 'learning_rate': 0.1709019042019081, 'subsample': 0.9721648213354884, 'colsample_bytree': 0.9853686618314186, 'min_child_weight': 10, 'gamma': 0.8236919238340562, 'reg_alpha': 1.569220730293023, 'reg_lambda': 2.500455546162998, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 00:21:22,212 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 00:21:24,051 | INFO     | tuner | LGBM best AUC: 0.6886  params={'n_estimators': 295, 'num_leaves': 45, 'learning_rate': 0.020021833720289164, 'feature_fraction': 0.6009459999141826, 'bagging_fraction': 0.60113448809242, 'bagging_freq': 2, 'min_child_samples': 15, 'reg_alpha': 1.2278230814185067, 'reg_lambda': 1.3669000286966515, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 00:21:24,051 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 00:22:55,891 | INFO     | tuner | LSTM best AUC: 0.7721  params={'units_1': 71, 'units_2': 51, 'dropout': 0.3460438982820955, 'learning_rate': 0.009981556068849682, 'batch_size': 32, 'epochs': 33}
2026-03-23 00:22:55,891 | INFO     | models |   Fitting xgb…
2026-03-23 00:22:55,961 | INFO     | models |   Fitting lgbm…
2026-03-23 00:22:55,998 | INFO     | models |   Fitting lstm…
2026-03-23 00:22:58,256 | INFO     | transformer_pipeline | [transformer] Fine-tuning on TCB...
2026-03-23 00:22:58,473 | INFO     | transformer_pipeline | [transformer] TCB: transferred pre-trained weights
2026-03-23 00:23:09,303 | INFO     | transformer_pipeline | [transformer] TCB fine-tune TEST: AUC=0.4840  Acc=0.4661
2026-03-23 00:23:09,534 | INFO     | pipeline |   Transformer val predictions ready: 92 samples
2026-03-23 00:23:09,540 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 00:23:09,885 | INFO     | tuner | 4-model weights: {'xgb': 0.08498552698285278, 'lgbm': 0.3067202462114056, 'lstm': 0.28125328465455823, 'transformer': 0.3270409421511835}  AUC=0.7540
2026-03-23 00:23:09,896 | INFO     | pipeline |   TEST TCB  AUC=0.5728  Acc=0.4348
2026-03-23 00:23:09,901 | INFO     | models | Saved ensemble for TCB h=5
2026-03-23 00:23:09,903 | INFO     | pipeline | --- SSI -----------------------------------
2026-03-23 00:23:09,951 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 00:23:09,952 | INFO     | target_engineering |   Vol-adjusted labels: 67.9% of rows kept (threshold=0.3x daily vol, dropped 32.1% near-zero moves)
2026-03-23 00:23:09,953 | INFO     | target_engineering |   Vol-adjusted labels: 80.4% of rows kept (threshold=0.3x daily vol, dropped 19.6% near-zero moves)
2026-03-23 00:23:09,955 | INFO     | target_engineering |   Vol-adjusted labels: 85.2% of rows kept (threshold=0.3x daily vol, dropped 14.8% near-zero moves)
2026-03-23 00:23:09,956 | INFO     | target_engineering |   Vol-adjusted labels: 88.8% of rows kept (threshold=0.3x daily vol, dropped 11.2% near-zero moves)
2026-03-23 00:23:09,962 | INFO     | pipeline |   Splits: train=441, val=94, test=94
2026-03-23 00:23:10,087 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 00:23:10,088 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 00:23:24,650 | INFO     | tuner | XGB best AUC: 0.5627  params={'n_estimators': 483, 'max_depth': 4, 'learning_rate': 0.011599958800041627, 'subsample': 0.9724879095305182, 'colsample_bytree': 0.8381988478684136, 'min_child_weight': 5, 'gamma': 0.3103966410945261, 'reg_alpha': 1.1890689863341697, 'reg_lambda': 4.945344012601989, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 00:23:24,651 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 00:23:26,298 | INFO     | tuner | LGBM best AUC: 0.6113  params={'n_estimators': 524, 'num_leaves': 105, 'learning_rate': 0.1990132582269086, 'feature_fraction': 0.60480302919459, 'bagging_fraction': 0.7186561234559383, 'bagging_freq': 3, 'min_child_samples': 22, 'reg_alpha': 1.670366233873495, 'reg_lambda': 1.1221735982673793, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 00:23:26,298 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 00:25:58,929 | INFO     | tuner | LSTM best AUC: 0.8920  params={'units_1': 187, 'units_2': 36, 'dropout': 0.17544543700860885, 'learning_rate': 0.0009138404769436096, 'batch_size': 32, 'epochs': 29}
2026-03-23 00:25:58,929 | INFO     | models |   Fitting xgb…
2026-03-23 00:25:59,248 | INFO     | models |   Fitting lgbm…
2026-03-23 00:25:59,272 | INFO     | models |   Fitting lstm…
2026-03-23 00:26:03,664 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SSI...
2026-03-23 00:26:03,877 | INFO     | transformer_pipeline | [transformer] SSI: transferred pre-trained weights
2026-03-23 00:26:11,935 | INFO     | transformer_pipeline | [transformer] SSI fine-tune TEST: AUC=0.5318  Acc=0.3782
2026-03-23 00:26:12,155 | INFO     | pipeline |   Transformer val predictions ready: 94 samples
2026-03-23 00:26:12,163 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 00:26:12,521 | INFO     | tuner | 4-model weights: {'xgb': 0.2597044220144647, 'lgbm': 0.3028715607292028, 'lstm': 0.2691792433911485, 'transformer': 0.16824477386518394}  AUC=0.8493
2026-03-23 00:26:12,534 | INFO     | pipeline |   TEST SSI  AUC=0.6499  Acc=0.5851
2026-03-23 00:26:12,542 | INFO     | models | Saved ensemble for SSI h=5
2026-03-23 00:26:12,544 | INFO     | pipeline | --- GAS -----------------------------------
2026-03-23 00:26:12,595 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 00:26:12,596 | INFO     | target_engineering |   Vol-adjusted labels: 68.3% of rows kept (threshold=0.3x daily vol, dropped 31.7% near-zero moves)
2026-03-23 00:26:12,597 | INFO     | target_engineering |   Vol-adjusted labels: 81.4% of rows kept (threshold=0.3x daily vol, dropped 18.6% near-zero moves)
2026-03-23 00:26:12,599 | INFO     | target_engineering |   Vol-adjusted labels: 84.4% of rows kept (threshold=0.3x daily vol, dropped 15.6% near-zero moves)
2026-03-23 00:26:12,600 | INFO     | target_engineering |   Vol-adjusted labels: 87.8% of rows kept (threshold=0.3x daily vol, dropped 12.2% near-zero moves)
2026-03-23 00:26:12,605 | INFO     | pipeline |   Splits: train=437, val=93, test=93
2026-03-23 00:26:12,716 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 00:26:12,717 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 00:26:24,531 | INFO     | tuner | XGB best AUC: 0.7483  params={'n_estimators': 105, 'max_depth': 7, 'learning_rate': 0.052767943659029225, 'subsample': 0.9301538187920817, 'colsample_bytree': 0.8411265271791185, 'min_child_weight': 8, 'gamma': 0.5264352242627768, 'reg_alpha': 1.6485430685348166, 'reg_lambda': 3.75814896611857, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 00:26:24,532 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 00:26:26,997 | INFO     | tuner | LGBM best AUC: 0.7896  params={'n_estimators': 510, 'num_leaves': 48, 'learning_rate': 0.2656451785370671, 'feature_fraction': 0.6189671280272285, 'bagging_fraction': 0.6030171745437547, 'bagging_freq': 3, 'min_child_samples': 17, 'reg_alpha': 1.163684736122362, 'reg_lambda': 1.1458297434607265, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 00:26:26,997 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 00:29:17,956 | INFO     | tuner | LSTM best AUC: 0.7575  params={'units_1': 193, 'units_2': 18, 'dropout': 0.4993910368575533, 'learning_rate': 0.009974989642487856, 'batch_size': 16, 'epochs': 48}
2026-03-23 00:29:17,957 | INFO     | models |   Fitting xgb…
2026-03-23 00:29:18,052 | INFO     | models |   Fitting lgbm…
2026-03-23 00:29:18,086 | INFO     | models |   Fitting lstm…
2026-03-23 00:29:21,098 | INFO     | transformer_pipeline | [transformer] Fine-tuning on GAS...
2026-03-23 00:29:21,313 | INFO     | transformer_pipeline | [transformer] GAS: transferred pre-trained weights
2026-03-23 00:29:31,959 | INFO     | transformer_pipeline | [transformer] GAS fine-tune TEST: AUC=0.6848  Acc=0.5556
2026-03-23 00:29:32,179 | INFO     | pipeline |   Transformer val predictions ready: 93 samples
2026-03-23 00:29:32,186 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 00:29:32,560 | INFO     | tuner | 4-model weights: {'xgb': 0.08888355730706733, 'lgbm': 0.43344228677473584, 'lstm': 0.32171960664502897, 'transformer': 0.15595454927316796}  AUC=0.7209
2026-03-23 00:29:32,575 | INFO     | pipeline |   TEST GAS  AUC=0.5376  Acc=0.3978
2026-03-23 00:29:32,581 | INFO     | models | Saved ensemble for GAS h=5
2026-03-23 00:29:32,583 | INFO     | pipeline | --- PLX -----------------------------------
2026-03-23 00:29:32,639 | INFO     | features | Feature matrix: 738 rows × 108 columns
2026-03-23 00:29:32,640 | INFO     | target_engineering |   Vol-adjusted labels: 65.6% of rows kept (threshold=0.3x daily vol, dropped 34.4% near-zero moves)
2026-03-23 00:29:32,642 | INFO     | target_engineering |   Vol-adjusted labels: 79.5% of rows kept (threshold=0.3x daily vol, dropped 20.5% near-zero moves)
2026-03-23 00:29:32,643 | INFO     | target_engineering |   Vol-adjusted labels: 82.2% of rows kept (threshold=0.3x daily vol, dropped 17.8% near-zero moves)
2026-03-23 00:29:32,644 | INFO     | target_engineering |   Vol-adjusted labels: 87.3% of rows kept (threshold=0.3x daily vol, dropped 12.7% near-zero moves)
2026-03-23 00:29:32,650 | INFO     | pipeline |   Splits: train=425, val=91, test=91
2026-03-23 00:29:32,755 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 00:29:32,756 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 00:29:45,093 | INFO     | tuner | XGB best AUC: 0.6260  params={'n_estimators': 261, 'max_depth': 5, 'learning_rate': 0.07800369685560284, 'subsample': 0.9923891077532951, 'colsample_bytree': 0.8924947030619161, 'min_child_weight': 1, 'gamma': 0.16950042138698973, 'reg_alpha': 1.2943103032606702, 'reg_lambda': 2.531642190087896, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 00:29:45,093 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 00:29:47,500 | INFO     | tuner | LGBM best AUC: 0.6963  params={'n_estimators': 296, 'num_leaves': 37, 'learning_rate': 0.08599789065363143, 'feature_fraction': 0.9633860222786507, 'bagging_fraction': 0.8955038381653705, 'bagging_freq': 7, 'min_child_samples': 12, 'reg_alpha': 0.5384509749706621, 'reg_lambda': 0.14021453420790222, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 00:29:47,501 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 00:31:15,256 | INFO     | tuner | LSTM best AUC: 0.6130  params={'units_1': 179, 'units_2': 40, 'dropout': 0.45761099420166695, 'learning_rate': 0.0019962801407617066, 'batch_size': 16, 'epochs': 20}
2026-03-23 00:31:15,257 | INFO     | models |   Fitting xgb…
2026-03-23 00:31:15,400 | INFO     | models |   Fitting lgbm…
2026-03-23 00:31:15,460 | INFO     | models |   Fitting lstm…
2026-03-23 00:31:19,150 | INFO     | transformer_pipeline | [transformer] Fine-tuning on PLX...
2026-03-23 00:31:19,350 | INFO     | transformer_pipeline | [transformer] PLX: transferred pre-trained weights
2026-03-23 00:31:27,114 | INFO     | transformer_pipeline | [transformer] PLX fine-tune TEST: AUC=0.3456  Acc=0.4915
2026-03-23 00:31:27,325 | INFO     | pipeline |   Transformer val predictions ready: 91 samples
2026-03-23 00:31:27,332 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 00:31:27,672 | INFO     | tuner | 4-model weights: {'xgb': 0.10380682237535747, 'lgbm': 0.5639417518351122, 'lstm': 0.33182834644901094, 'transformer': 0.0004230793405191962}  AUC=0.8141
2026-03-23 00:31:27,686 | INFO     | pipeline |   TEST PLX  AUC=0.3637  Acc=0.6154
2026-03-23 00:31:27,693 | INFO     | models | Saved ensemble for PLX h=5
2026-03-23 00:31:27,695 | INFO     | pipeline | --- SAB -----------------------------------
2026-03-23 00:31:27,737 | INFO     | features | Feature matrix: 758 rows × 108 columns
2026-03-23 00:31:27,738 | INFO     | target_engineering |   Vol-adjusted labels: 65.6% of rows kept (threshold=0.3x daily vol, dropped 34.4% near-zero moves)
2026-03-23 00:31:27,739 | INFO     | target_engineering |   Vol-adjusted labels: 82.6% of rows kept (threshold=0.3x daily vol, dropped 17.4% near-zero moves)
2026-03-23 00:31:27,740 | INFO     | target_engineering |   Vol-adjusted labels: 86.1% of rows kept (threshold=0.3x daily vol, dropped 13.9% near-zero moves)
2026-03-23 00:31:27,741 | INFO     | target_engineering |   Vol-adjusted labels: 89.3% of rows kept (threshold=0.3x daily vol, dropped 10.7% near-zero moves)
2026-03-23 00:31:27,747 | INFO     | pipeline |   Splits: train=459, val=97, test=97
2026-03-23 00:31:27,882 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 00:31:27,883 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 00:31:38,959 | INFO     | tuner | XGB best AUC: 0.6745  params={'n_estimators': 302, 'max_depth': 7, 'learning_rate': 0.24428239978245028, 'subsample': 0.8886031923548776, 'colsample_bytree': 0.9400117949282705, 'min_child_weight': 10, 'gamma': 0.3616109458942675, 'reg_alpha': 0.797921414050637, 'reg_lambda': 2.3684734664150926, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 00:31:38,960 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 00:31:41,267 | INFO     | tuner | LGBM best AUC: 0.7587  params={'n_estimators': 181, 'num_leaves': 150, 'learning_rate': 0.10961394137680126, 'feature_fraction': 0.7651033579399928, 'bagging_fraction': 0.7348952387152906, 'bagging_freq': 6, 'min_child_samples': 45, 'reg_alpha': 1.0476184542055835, 'reg_lambda': 0.5033597020752786, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 00:31:41,268 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 00:36:21,768 | INFO     | tuner | LSTM best AUC: 0.7422  params={'units_1': 186, 'units_2': 126, 'dropout': 0.4780386850592716, 'learning_rate': 0.007359797374842905, 'batch_size': 16, 'epochs': 45}
2026-03-23 00:36:21,769 | INFO     | models |   Fitting xgb…
2026-03-23 00:36:21,900 | INFO     | models |   Fitting lgbm…
2026-03-23 00:36:21,931 | INFO     | models |   Fitting lstm…
2026-03-23 00:36:44,541 | INFO     | transformer_pipeline | [transformer] Fine-tuning on SAB...
2026-03-23 00:36:44,746 | INFO     | transformer_pipeline | [transformer] SAB: transferred pre-trained weights
2026-03-23 00:36:52,797 | INFO     | transformer_pipeline | [transformer] SAB fine-tune TEST: AUC=0.4348  Acc=0.5630
2026-03-23 00:36:53,023 | INFO     | pipeline |   Transformer val predictions ready: 97 samples
2026-03-23 00:36:53,033 | INFO     | tuner | Tuning 4-model ensemble weights (XGB+LGBM+LSTM+Transformer)...
2026-03-23 00:36:53,453 | INFO     | tuner | 4-model weights: {'xgb': 0.10886978561488012, 'lgbm': 0.5902112609270391, 'lstm': 0.010134471319868698, 'transformer': 0.2907844821382121}  AUC=0.7604
2026-03-23 00:36:53,468 | INFO     | pipeline |   TEST SAB  AUC=0.5095  Acc=0.5567
2026-03-23 00:36:53,474 | INFO     | models | Saved ensemble for SAB h=5
2026-03-23 00:36:53,478 | INFO     | pipeline | --- VHM -----------------------------------
2026-03-23 00:36:53,522 | INFO     | features | Feature matrix: 718 rows × 108 columns
2026-03-23 00:36:53,524 | INFO     | target_engineering |   Vol-adjusted labels: 63.1% of rows kept (threshold=0.3x daily vol, dropped 36.9% near-zero moves)
2026-03-23 00:36:53,525 | INFO     | target_engineering |   Vol-adjusted labels: 80.6% of rows kept (threshold=0.3x daily vol, dropped 19.4% near-zero moves)
2026-03-23 00:36:53,526 | INFO     | target_engineering |   Vol-adjusted labels: 85.7% of rows kept (threshold=0.3x daily vol, dropped 14.3% near-zero moves)
2026-03-23 00:36:53,528 | INFO     | target_engineering |   Vol-adjusted labels: 89.6% of rows kept (threshold=0.3x daily vol, dropped 10.4% near-zero moves)
2026-03-23 00:36:53,534 | INFO     | pipeline |   Splits: train=431, val=92, test=92
2026-03-23 00:36:53,673 | INFO     | target_engineering |   Feature selection: kept 40/99 features (dropped 59 low-importance)
2026-03-23 00:36:53,674 | INFO     | tuner | Tuning XGBoost (60 trials)...
2026-03-23 00:37:06,893 | INFO     | tuner | XGB best AUC: 0.5885  params={'n_estimators': 465, 'max_depth': 5, 'learning_rate': 0.06999325144238083, 'subsample': 0.927791787132978, 'colsample_bytree': 0.8011268007522788, 'min_child_weight': 6, 'gamma': 0.4008462011416925, 'reg_alpha': 0.3919845802193159, 'reg_lambda': 1.4676260507587524, 'eval_metric': 'logloss', 'random_state': 42, 'n_jobs': -1}
2026-03-23 00:37:06,894 | INFO     | tuner | Tuning LightGBM (60 trials)...
2026-03-23 00:37:08,672 | INFO     | tuner | LGBM best AUC: 0.6237  params={'n_estimators': 767, 'num_leaves': 108, 'learning_rate': 0.0327691822117227, 'feature_fraction': 0.9853629756951564, 'bagging_fraction': 0.7932419284545571, 'bagging_freq': 5, 'min_child_samples': 39, 'reg_alpha': 1.120120010876165, 'reg_lambda': 1.5861059948663252, 'random_state': 42, 'n_jobs': -1, 'verbose': -1}
2026-03-23 00:37:08,672 | INFO     | tuner | Tuning LSTM (30 trials)...
2026-03-23 00:41:24,776 | INFO     | tuner | LSTM best AUC: 0.8736  params={'units_1': 168, 'units_2': 41, 'dropout': 0.28389931207034735, 'learning_rate': 0.004688559787986383, 'batch_size': 64, 'epochs': 76}
2026-03-23 00:41:24,776 | INFO     | models |   Fitting xgb…
2026-03-23 00:41:25,015 | INFO     | models |   Fitting lgbm…
